Num,Mark,Date,Year,Month,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Fin,Season
1228,2560,2015-06-25,2015,6,1,D,299,254.8,4,C11,NA,NA,NA,NA,Spring
1229,12505,2015-06-25,2015,6,1,D,307,254.7,4,C11,NA,NA,NA,NA,Spring
1230,2569,2015-06-25,2015,6,1,D,299,265.1,4,C11,NA,NA,NA,NA,Spring
1231,15078,2015-06-25,2015,6,1,D,335,371.5,5,C10,NA,NA,NA,NA,Spring
1232,11710,2015-06-25,2015,6,1,D,294,257.3,4,C11,NA,NA,NA,NA,Spring
1233,15048,2015-06-25,2015,6,1,D,211,88.7,2,C13,NA,NA,NA,NA,Spring
1234,11717,2015-06-25,2015,6,1,D,255,161.5,4,C11,NA,NA,NA,NA,Spring
1235,15046,2015-06-25,2015,6,1,D,206,88.2,2,C13,NA,NA,NA,NA,Spring
1236,15864,2015-06-25,2015,6,1,D,281,214.8,4,C11,NA,1,1,NA,Spring
1237,11743,2015-06-25,2015,6,1,D,278,192.1,4,C11,NA,NA,NA,NA,Spring
1238,15016,2015-06-25,2015,6,1,D,223,112.5,2,C13,NA,NA,NA,NA,Spring
1239,15980,2015-06-25,2015,6,1,D,225,111.1,2,C13,NA,NA,NA,NA,Spring
1240,15878,2015-06-25,2015,6,2,D,166,44.6,1,C14,NA,NA,NA,NA,Spring
1241,11755,2015-06-25,2015,6,2,D,262,181.2,4,C11,NA,NA,NA,NA,Spring
1242,15886,2015-06-25,2015,6,1,E,164,42.6,1,C14,NA,NA,NA,NA,Spring
1243,15079,2015-06-25,2015,6,1,E,220,103.2,2,C13,NA,NA,NA,NA,Spring
1244,11422,2015-06-25,2015,6,1,E,263,171.8,4,C11,NA,NA,NA,NA,Spring
1245,15841,2015-06-25,2015,6,1,E,300,250.1,4,C11,NA,1,1,NA,Spring
1246,15815,2015-06-25,2015,6,1,2,154,37.3,1,C14,NA,1,NA,NA,Spring
1247,15807,2015-06-25,2015,6,1,2,371,496.9,5,C10,NA,NA,NA,NA,Spring
1248,11797,2015-06-25,2015,6,1,2,253,141.3,4,C11,NA,NA,NA,NA,Spring
1249,15882,2015-06-25,2015,6,1,2,149,33.7,1,C14,NA,1,NA,NA,Spring
1250,15866,2015-06-25,2015,6,1,2,190,71.8,1,C14,NA,NA,NA,NA,Spring
1251,2828,2015-06-25,2015,6,1,2,297,250.6,4,C11,NA,NA,NA,NA,Spring
1252,15847,2015-06-25,2015,6,1,2,366,547.3,5,C10,NA,NA,NA,NA,Spring
1253,NA,2015-08-31,2015,8,1,A,76,4.3,0,C15,NA,NA,NA,G3043,Autumn
1254,NA,2015-08-31,2015,8,1,A,81,5.4,0,C15,NA,NA,NA,G3012,Autumn
1255,NA,2015-08-31,2015,8,1,A,93,7.2,0,C15,NA,NA,NA,G3013,Autumn
1256,NA,2015-08-31,2015,8,1,A,88,7.0,0,C15,NA,NA,NA,G3014,Autumn
1257,NA,2015-08-31,2015,8,1,A,71,3.2,0,C15,NA,NA,NA,G3015,Autumn
1258,NA,2015-08-31,2015,8,1,A,83,5.6,0,C15,NA,NA,NA,G3016,Autumn
1259,NA,2015-08-31,2015,8,1,A,70,3.3,0,C15,NA,NA,NA,G3017,Autumn
1260,NA,2015-08-31,2015,8,1,A,62,2.3,0,C15,NA,NA,NA,G3018,Autumn
1261,NA,2015-08-31,2015,8,1,A,88,6.4,0,C15,NA,NA,NA,G3019,Autumn
1262,NA,2015-08-31,2015,8,1,A,90,7.0,0,C15,NA,NA,NA,G3020,Autumn
1263,NA,2015-08-31,2015,8,1,A,84,5.5,0,C15,NA,NA,NA,G3021,Autumn
1264,NA,2015-08-31,2015,8,1,A,80,4.6,0,C15,NA,NA,NA,G3022,Autumn
1265,NA,2015-08-31,2015,8,1,A,74,3.7,0,C15,NA,NA,NA,G3023,Autumn
1266,NA,2015-08-31,2015,8,1,A,79,4.2,0,C15,NA,NA,NA,G3024,Autumn
1267,NA,2015-08-31,2015,8,1,A,80,4.2,0,C15,NA,NA,NA,G3025,Autumn
1268,NA,2015-08-31,2015,8,1,A,73,3.8,0,C15,NA,NA,NA,G3026,Autumn
1269,NA,2015-08-31,2015,8,2,A,92,7.2,0,C15,NA,NA,NA,G3027,Autumn
1270,15851,2015-08-31,2015,8,1,1,170,45.5,1,C14,NA,NA,NA,NA,Autumn
1271,11787,2015-08-31,2015,8,1,1,269,202.3,4,C11,NA,NA,NA,NA,Autumn
1272,15895,2015-08-31,2015,8,1,1,176,53.3,1,C14,NA,NA,NA,NA,Autumn
1273,18228,2015-08-31,2015,8,1,1,170,44.6,1,C14,NA,NA,NA,NA,Autumn
1274,15896,2015-08-31,2015,8,1,1,212,107.2,1,C14,NA,NA,NA,NA,Autumn
1275,15871,2015-08-31,2015,8,1,1,184,60.3,1,C14,NA,NA,NA,NA,Autumn
1276,NA,2015-08-31,2015,8,1,1,89,7.0,0,C15,NA,NA,NA,G3028,Autumn
1277,NA,2015-08-31,2015,8,1,1,80,4.7,0,C15,NA,NA,NA,G3029,Autumn
1278,NA,2015-08-31,2015,8,1,1,89,7.2,0,C15,NA,NA,NA,G3030,Autumn
1279,NA,2015-08-31,2015,8,1,1,78,4.5,0,C15,NA,NA,NA,G3031,Autumn
1280,NA,2015-08-31,2015,8,1,1,80,4.9,0,C15,NA,NA,NA,G3032,Autumn
1281,NA,2015-08-31,2015,8,1,1,88,5.9,0,C15,NA,NA,NA,G3033,Autumn
1282,NA,2015-08-31,2015,8,1,1,89,6.8,0,C15,NA,NA,NA,G3034,Autumn
1283,NA,2015-08-31,2015,8,1,1,82,4.9,0,C15,NA,NA,NA,G3035,Autumn
1284,NA,2015-08-31,2015,8,1,1,74,4.0,0,C15,NA,NA,NA,G3036,Autumn
1285,NA,2015-08-31,2015,8,1,1,70,3.1,0,C15,NA,NA,NA,G3037,Autumn
1286,NA,2015-08-31,2015,8,1,1,89,6.9,0,C15,NA,NA,NA,G3038,Autumn
1287,NA,2015-08-31,2015,8,1,1,78,4.6,0,C15,NA,NA,NA,G3038,Autumn
1288,NA,2015-08-31,2015,8,1,1,82,5.4,0,C15,NA,NA,NA,G3038,Autumn
1289,NA,2015-08-31,2015,8,1,1,89,6.3,0,C15,NA,NA,NA,G3038,Autumn
1290,NA,2015-08-31,2015,8,1,1,87,6.3,0,C15,NA,NA,NA,G3038,Autumn
1291,NA,2015-08-31,2015,8,1,1,71,3.3,0,C15,NA,NA,NA,G3038,Autumn
1292,NA,2015-08-31,2015,8,1,1,79,4.4,0,C15,NA,NA,NA,G3038,Autumn
1293,NA,2015-08-31,2015,8,1,1,78,4.3,0,C15,NA,NA,NA,G3038,Autumn
1294,NA,2015-08-31,2015,8,1,1,58,1.5,0,C15,NA,NA,NA,G3038,Autumn
1295,NA,2015-08-31,2015,8,1,1,70,3.2,0,C15,NA,NA,NA,G3038,Autumn
1296,NA,2015-08-31,2015,8,1,1,76,4.1,0,C15,NA,NA,NA,G3039,Autumn
1297,NA,2015-08-31,2015,8,1,1,90,7.0,0,C15,NA,NA,NA,G3039,Autumn
1298,NA,2015-08-31,2015,8,1,1,73,3.5,0,C15,NA,NA,NA,G3039,Autumn
1299,NA,2015-08-31,2015,8,1,1,68,2.8,0,C15,NA,NA,NA,G3039,Autumn
1300,NA,2015-08-31,2015,8,1,1,73,3.6,0,C15,NA,NA,NA,G3039 dead,Autumn
1301,NA,2015-08-31,2015,8,1,1,61,2.1,0,C15,NA,NA,NA,G3039,Autumn
1302,NA,2015-08-31,2015,8,1,1,81,5.0,0,C15,NA,NA,NA,G3039,Autumn
1303,NA,2015-08-31,2015,8,1,1,67,2.8,0,C15,NA,NA,NA,G3039,Autumn
1304,11760,2015-08-31,2015,8,1,1,342,366.7,4,C11,NA,NA,NA,NA,Autumn
1305,14900,2015-08-31,2015,8,1,1,233,104.7,2,C13,NA,NA,NA,NA,Autumn
1306,11723,2015-08-31,2015,8,1,1,317,317.9,4,C11,NA,NA,NA,NA,Autumn
1307,15996,2015-08-31,2015,8,1,1,225,105.4,2,C13,NA,NA,NA,NA,Autumn
1308,16455,2015-08-31,2015,8,1,1,246,192.9,3,C12,NA,NA,NA,deformed,Autumn
1309,NA,2015-08-31,2015,8,2,1,74,3.9,0,C15,NA,NA,NA,G3040,Autumn
1310,NA,2015-08-31,2015,8,2,1,70,2.9,0,C15,NA,NA,NA,G3040,Autumn
1311,NA,2015-08-31,2015,8,2,1,61,2.2,0,C15,NA,NA,NA,G3040,Autumn
1312,NA,2015-08-31,2015,8,2,1,63,2.3,0,C15,NA,NA,NA,G3040,Autumn
1313,NA,2015-08-31,2015,8,2,1,65,2.5,0,C15,NA,NA,NA,G3040,Autumn
1314,11748,2015-08-31,2015,8,1,B,323,298.2,4,C11,NA,NA,NA,NA,Autumn
1315,15844,2015-08-31,2015,8,1,B,174,45.6,1,C14,NA,NA,NA,NA,Autumn
1316,12508,2015-08-31,2015,8,1,B,305,266.6,4,C11,NA,NA,NA,NA,Autumn
1317,2519,2015-08-31,2015,8,1,B,312,298.3,4,C11,NA,NA,NA,NA,Autumn
1318,11797,2015-08-31,2015,8,1,B,260,169.6,4,C11,NA,NA,NA,NA,Autumn
1319,NA,2015-08-31,2015,8,1,B,69,3.0,0,C15,NA,NA,NA,G3041,Autumn
1320,NA,2015-08-31,2015,8,1,B,80,4.6,0,C15,NA,NA,NA,G3042,Autumn
1321,NA,2015-08-31,2015,8,1,B,93,8.2,0,C15,NA,NA,NA,K3,Autumn
1322,NA,2015-08-31,2015,8,1,B,77,4.5,0,C15,NA,NA,NA,K4,Autumn
1323,NA,2015-08-31,2015,8,1,B,79,4.7,0,C15,NA,NA,NA,K5,Autumn
1324,NA,2015-08-31,2015,8,1,B,71,3.3,0,C15,NA,NA,NA,K6,Autumn
1325,NA,2015-08-31,2015,8,1,B,78,4.3,0,C15,NA,NA,NA,K7,Autumn
1326,NA,2015-08-31,2015,8,1,B,77,4.2,0,C15,NA,NA,NA,K8,Autumn
1327,NA,2015-08-31,2015,8,1,B,81,5.3,0,C15,NA,NA,NA,K9,Autumn
1328,NA,2015-08-31,2015,8,1,B,84,5.7,0,C15,NA,NA,NA,K10,Autumn
1329,NA,2015-08-31,2015,8,1,B,67,2.8,0,C15,NA,NA,NA,K11,Autumn
1330,NA,2015-08-31,2015,8,1,B,62,2.4,0,C15,NA,NA,NA,K11,Autumn
1331,NA,2015-08-31,2015,8,1,B,74,3.5,0,C15,NA,NA,NA,K11,Autumn
1332,NA,2015-08-31,2015,8,1,B,88,7.0,0,C15,NA,NA,NA,K11,Autumn
1333,NA,2015-08-31,2015,8,1,B,66,2.6,0,C15,NA,NA,NA,K11,Autumn
1334,NA,2015-08-31,2015,8,1,B,72,3.5,0,C15,NA,NA,NA,K11,Autumn
1335,NA,2015-08-31,2015,8,1,B,87,7.6,0,C15,NA,NA,NA,K11,Autumn
1336,NA,2015-08-31,2015,8,2,B,75,3.9,0,C15,NA,NA,NA,K11,Autumn
1337,NA,2015-08-31,2015,8,2,B,78,4.4,0,C15,NA,NA,NA,K11,Autumn
1338,14955,2015-08-31,2015,8,2,B,236,132.4,2,C13,NA,NA,NA,NA,Autumn
1339,15046,2015-08-31,2015,8,1,C,214,90.8,2,C13,NA,NA,NA,NA,Autumn
1340,15991,2015-08-31,2015,8,1,C,246,144.6,2,C13,NA,NA,NA,NA,Autumn
1341,15873,2015-08-31,2015,8,1,C,192,70.1,1,C14,NA,NA,NA,NA,Autumn
1342,15891,2015-08-31,2015,8,1,C,151,30.3,1,C14,NA,NA,NA,NA,Autumn
1343,18224,2015-08-31,2015,8,1,C,190,63.1,1,C14,NA,1,NA,NA,Autumn
1344,12518,2015-08-31,2015,8,1,C,325,331.8,4,C11,NA,NA,NA,NA,Autumn
1345,15973,2015-08-31,2015,8,1,C,218,102.6,2,C13,NA,NA,NA,NA,Autumn
1346,15897,2015-08-31,2015,8,1,C,182,53.2,1,C14,NA,NA,NA,NA,Autumn
1347,15030,2015-08-31,2015,8,1,C,257,173.0,2,C13,NA,NA,NA,NA,Autumn
1348,NA,2015-08-31,2015,8,1,C,63,2.3,0,C15,NA,NA,NA,K12,Autumn
1349,NA,2015-08-31,2015,8,1,C,64,2.5,0,C15,NA,NA,NA,K13,Autumn
1350,NA,2015-08-31,2015,8,1,C,75,4.0,0,C15,NA,NA,NA,K14,Autumn
1351,NA,2015-08-31,2015,8,1,C,82,4.9,0,C15,NA,NA,NA,K15,Autumn
1352,NA,2015-08-31,2015,8,1,C,75,3.9,0,C15,NA,NA,NA,K16,Autumn
1353,NA,2015-08-31,2015,8,1,C,83,5.3,0,C15,NA,NA,NA,K17,Autumn
1354,NA,2015-08-31,2015,8,1,C,76,4.2,0,C15,NA,NA,NA,K18,Autumn
1355,NA,2015-08-31,2015,8,1,C,84,5.9,0,C15,NA,NA,NA,K19,Autumn
1356,NA,2015-08-31,2015,8,1,C,74,3.9,0,C15,NA,NA,NA,K20,Autumn
1357,NA,2015-08-31,2015,8,1,C,63,2.3,0,C15,NA,NA,NA,K21,Autumn
1358,NA,2015-08-31,2015,8,1,C,81,5.5,0,C15,NA,NA,NA,K22,Autumn
1359,NA,2015-08-31,2015,8,1,C,63,2.3,0,C15,NA,NA,NA,K22,Autumn
1360,NA,2015-08-31,2015,8,1,C,68,3.0,0,C15,NA,NA,NA,K22,Autumn
1361,NA,2015-08-31,2015,8,1,C,73,3.6,0,C15,NA,NA,NA,K22,Autumn
1362,NA,2015-08-31,2015,8,1,C,76,4.0,0,C15,NA,NA,NA,K22,Autumn
1363,NA,2015-08-31,2015,8,1,C,76,4.1,0,C15,NA,NA,NA,K22,Autumn
1364,NA,2015-08-31,2015,8,1,C,80,4.9,0,C15,NA,NA,NA,K22,Autumn
1365,NA,2015-08-31,2015,8,1,C,68,2.6,0,C15,NA,NA,NA,K22,Autumn
1366,NA,2015-08-31,2015,8,1,C,76,3.8,0,C15,NA,NA,NA,K22,Autumn
1367,NA,2015-08-31,2015,8,1,C,81,5.4,0,C15,NA,NA,NA,K22,Autumn
1368,NA,2015-08-31,2015,8,1,C,61,2.0,0,C15,NA,NA,NA,K23,Autumn
1369,NA,2015-08-31,2015,8,1,C,66,2.6,0,C15,NA,NA,NA,K23,Autumn
1370,NA,2015-08-31,2015,8,1,C,77,4.3,0,C15,NA,NA,NA,K23,Autumn
1371,NA,2015-08-31,2015,8,1,C,73,3.6,0,C15,NA,NA,NA,K23,Autumn
1372,NA,2015-08-31,2015,8,1,C,63,2.3,0,C15,NA,NA,NA,K23,Autumn
1373,NA,2015-08-31,2015,8,1,C,75,3.9,0,C15,NA,NA,NA,K23,Autumn
1374,NA,2015-08-31,2015,8,1,C,68,2.9,0,C15,NA,NA,NA,K23,Autumn
1375,NA,2015-08-31,2015,8,1,C,73,3.4,0,C15,NA,NA,NA,K23,Autumn
1376,NA,2015-08-31,2015,8,1,C,85,6.1,0,C15,NA,NA,NA,K23,Autumn
1377,NA,2015-08-31,2015,8,1,C,80,4.8,0,C15,NA,NA,NA,K23,Autumn
1378,NA,2015-08-31,2015,8,1,C,61,2.1,0,C15,NA,NA,NA,K23,Autumn
1379,NA,2015-08-31,2015,8,1,C,73,3.6,0,C15,NA,NA,NA,K23,Autumn
1380,NA,2015-08-31,2015,8,2,C,82,5.4,0,C15,NA,NA,NA,K24,Autumn
1381,NA,2015-08-31,2015,8,2,C,77,4.1,0,C15,NA,NA,NA,K24,Autumn
1382,NA,2015-08-31,2015,8,2,C,72,3.3,0,C15,NA,NA,NA,K24,Autumn
1383,NA,2015-08-31,2015,8,2,C,63,2.3,0,C15,NA,NA,NA,K24,Autumn
1384,NA,2015-08-31,2015,8,2,C,79,4.7,0,C15,NA,NA,NA,K24,Autumn
1385,NA,2015-08-31,2015,8,2,C,77,4.1,0,C15,NA,NA,NA,K24,Autumn
1386,NA,2015-08-31,2015,8,2,C,67,2.6,0,C15,NA,NA,NA,K24,Autumn
1387,15048,2015-08-31,2015,8,1,D,222,104.7,2,C13,NA,NA,NA,NA,Autumn
1388,11791,2015-08-31,2015,8,1,D,279,206.8,4,C11,NA,NA,NA,NA,Autumn
1389,11722,2015-08-31,2015,8,1,D,321,335.5,4,C11,NA,NA,NA,NA,Autumn
1390,15869,2015-08-31,2015,8,1,D,207,82.7,2,C13,NA,NA,NA,NA,Autumn
1391,12505,2015-08-31,2015,8,1,D,316,306.6,4,C11,NA,NA,NA,NA,Autumn
1392,15016,2015-08-31,2015,8,1,D,230,120.2,2,C13,NA,NA,NA,NA,Autumn
1393,11717,2015-08-31,2015,8,1,D,258,168.9,4,C11,NA,NA,NA,NA,Autumn
1394,15864,2015-08-31,2015,8,1,D,283,213.2,4,C11,NA,NA,NA,NA,Autumn
1395,15849,2015-08-31,2015,8,1,D,166,42.8,1,C14,NA,1,NA,NA,Autumn
1396,NA,2015-08-31,2015,8,1,D,75,3.7,0,C15,NA,NA,NA,K25,Autumn
1397,NA,2015-08-31,2015,8,1,D,76,4.0,0,C15,NA,NA,NA,K26,Autumn
1398,NA,2015-08-31,2015,8,1,D,75,4.0,0,C15,NA,NA,NA,K27,Autumn
1399,NA,2015-08-31,2015,8,1,D,74,3.6,0,C15,NA,NA,NA,K28,Autumn
1400,NA,2015-08-31,2015,8,1,D,70,3.1,0,C15,NA,NA,NA,K29,Autumn
1401,NA,2015-08-31,2015,8,1,D,85,6.0,0,C15,NA,NA,NA,K30,Autumn
1402,NA,2015-08-31,2015,8,1,D,79,4.6,0,C15,NA,NA,NA,K31,Autumn
1403,NA,2015-08-31,2015,8,1,D,66,2.6,0,C15,NA,NA,NA,K32,Autumn
1404,15863,2015-08-31,2015,8,2,D,257,165.9,4,C11,NA,NA,NA,NA,Autumn
1405,15878,2015-08-31,2015,8,2,D,179,52.0,1,C14,NA,NA,NA,NA,Autumn
1406,NA,2015-08-31,2015,8,2,D,71,3.5,0,C15,NA,NA,NA,K33,Autumn
1407,NA,2015-08-31,2015,8,2,D,77,4.3,0,C15,NA,NA,NA,K34,Autumn
1408,NA,2015-08-31,2015,8,2,D,73,3.8,0,C15,NA,NA,NA,K35,Autumn
1409,2569,2015-08-31,2015,8,1,E,299,275.6,4,C11,NA,NA,NA,NA,Autumn
1410,18185,2015-08-31,2015,8,1,E,266,166.8,4,C11,NA,1,1,NA,Autumn
1411,18223,2015-08-31,2015,8,1,E,170,47.6,1,C14,NA,NA,NA,NA,Autumn
1412,15951,2015-08-31,2015,8,1,E,232,119.8,2,C13,NA,NA,NA,NA,Autumn
1413,18165,2015-08-31,2015,8,1,E,177,52.5,1,C14,NA,NA,NA,NA,Autumn
1414,11780,2015-08-31,2015,8,1,E,277,200.6,4,C11,NA,NA,NA,NA,Autumn
1415,18153,2015-08-31,2015,8,1,E,170,48.7,1,C14,NA,1,NA,NA,Autumn
1416,11710,2015-08-31,2015,8,1,E,297,252.4,4,C11,NA,NA,NA,NA,Autumn
1417,18169,2015-08-31,2015,8,1,E,173,48.4,1,C14,NA,NA,NA,NA,Autumn
1418,2560,2015-08-31,2015,8,1,E,302,246.3,4,C11,NA,NA,NA,NA,Autumn
1419,15978,2015-08-31,2015,8,1,E,230,117.0,2,C13,NA,NA,NA,NA,Autumn
1420,15815,2015-08-31,2015,8,1,E,167,40.9,1,C14,NA,NA,NA,NA,Autumn
1421,15079,2015-08-31,2015,8,1,E,225,104.5,2,C13,NA,NA,NA,NA,Autumn
1422,15886,2015-08-31,2015,8,1,E,177,52.1,1,C14,NA,NA,NA,NA,Autumn
1423,NA,2015-08-31,2015,8,1,E,82,5.1,0,C15,NA,NA,NA,K36,Autumn
1424,NA,2015-08-31,2015,8,1,E,78,4.0,0,C15,NA,NA,NA,K37,Autumn
1425,NA,2015-08-31,2015,8,1,E,80,5.0,0,C15,NA,NA,NA,K38,Autumn
1426,NA,2015-08-31,2015,8,1,E,77,4.4,0,C15,NA,NA,NA,K39,Autumn
1427,NA,2015-08-31,2015,8,1,E,77,4.1,0,C15,NA,NA,NA,K40,Autumn
1428,NA,2015-08-31,2015,8,1,E,91,7.2,0,C15,NA,NA,NA,K41,Autumn
1429,NA,2015-08-31,2015,8,1,E,72,3.5,0,C15,NA,NA,NA,K42,Autumn
1430,NA,2015-08-31,2015,8,1,E,77,4.5,0,C15,NA,NA,NA,K43,Autumn
1431,NA,2015-08-31,2015,8,1,E,78,4.3,0,C15,NA,NA,NA,K44,Autumn
1432,NA,2015-08-31,2015,8,1,E,78,4.3,0,C15,NA,NA,NA,K45,Autumn
1433,NA,2015-08-31,2015,8,1,E,87,6.1,0,C15,NA,NA,NA,K46,Autumn
1434,NA,2015-08-31,2015,8,1,E,82,5.1,0,C15,NA,NA,NA,K46,Autumn
1435,NA,2015-08-31,2015,8,1,E,84,5.4,0,C15,NA,NA,NA,K46,Autumn
1436,NA,2015-08-31,2015,8,1,E,80,4.7,0,C15,NA,NA,NA,K46,Autumn
1437,NA,2015-08-31,2015,8,1,E,72,3.4,0,C15,NA,NA,NA,K46,Autumn
1438,NA,2015-08-31,2015,8,1,E,66,2.6,0,C15,NA,NA,NA,K46,Autumn
1439,NA,2015-08-31,2015,8,1,E,83,5.3,0,C15,NA,NA,NA,K46,Autumn
1440,NA,2015-08-31,2015,8,1,E,77,4.2,0,C15,NA,NA,NA,K46,Autumn
1441,NA,2015-08-31,2015,8,1,E,79,3.4,0,C15,NA,NA,NA,K46,Autumn
1442,NA,2015-08-31,2015,8,1,E,75,3.7,0,C15,NA,NA,NA,K46,Autumn
1443,NA,2015-08-31,2015,8,1,E,81,4.9,0,C15,NA,NA,NA,K47,Autumn
1444,NA,2015-08-31,2015,8,1,E,83,5.1,0,C15,NA,NA,NA,K48,Autumn
1445,NA,2015-08-31,2015,8,1,E,77,4.1,0,C15,NA,NA,NA,K49,Autumn
1446,NA,2015-08-31,2015,8,2,E,79,4.6,0,C15,NA,NA,NA,K50,Autumn
1447,15980,2015-08-31,2015,8,1,2,227,107.2,2,C13,NA,NA,NA,NA,Autumn
1448,11733,2015-08-31,2015,8,1,2,300,265.7,4,C11,NA,NA,NA,NA,Autumn
1449,15841,2015-08-31,2015,8,1,2,309,293.2,4,C11,NA,NA,NA,NA,Autumn
1450,11701,2015-08-31,2015,8,1,2,271,194.4,4,C11,NA,NA,NA,NA,Autumn
1451,2828,2015-08-31,2015,8,2,2,300,246.2,4,C11,NA,NA,NA,NA,Autumn
1452,15882,2015-08-31,2015,8,1,2,170,47.7,1,C14,NA,NA,NA,NA,Autumn
1453,15866,2015-08-31,2015,8,1,2,214,89.5,1,C14,NA,NA,NA,NA,Autumn
1454,NA,2015-08-31,2015,8,1,2,89,6.8,0,C15,NA,NA,NA,V28,Autumn
1455,NA,2015-08-31,2015,8,1,2,64,2.6,0,C15,NA,NA,NA,V29,Autumn
1456,NA,2015-08-31,2015,8,1,2,82,5.3,0,C15,NA,NA,NA,V30,Autumn
1457,NA,2015-08-31,2015,8,1,2,87,6.6,0,C15,NA,NA,NA,V31,Autumn
1458,NA,2015-08-31,2015,8,1,2,86,5.9,0,C15,NA,NA,NA,V32,Autumn
1459,NA,2015-08-31,2015,8,1,2,74,3.7,0,C15,NA,NA,NA,V33,Autumn
1460,NA,2015-08-31,2015,8,1,2,86,6.2,0,C15,NA,NA,NA,V34,Autumn
1461,NA,2015-08-31,2015,8,1,2,87,6.2,0,C15,NA,NA,NA,V35,Autumn
1462,NA,2015-08-31,2015,8,1,2,82,5.2,0,C15,NA,NA,NA,V36,Autumn
1463,NA,2015-08-31,2015,8,1,2,75,3.8,0,C15,NA,NA,NA,V37,Autumn
1464,NA,2015-08-31,2015,8,1,2,100,10.4,0,C15,NA,NA,NA,V39,Autumn
1465,NA,2015-08-31,2015,8,1,2,79,4.7,0,C15,NA,NA,NA,V40,Autumn
1466,NA,2015-08-31,2015,8,1,2,95,7.9,0,C15,NA,NA,NA,V41,Autumn
1467,NA,2015-08-31,2015,8,1,2,80,4.9,0,C15,NA,NA,NA,V42,Autumn
1468,NA,2015-08-31,2015,8,1,2,84,5.5,0,C15,NA,NA,NA,V43,Autumn
1469,NA,2015-08-31,2015,8,1,2,82,5.3,0,C15,NA,NA,NA,V44,Autumn
1470,NA,2015-08-31,2015,8,1,2,77,4.3,0,C15,NA,NA,NA,V45,Autumn
1471,NA,2015-08-31,2015,8,1,2,76,3.9,0,C15,NA,NA,NA,V46,Autumn
1472,NA,2015-08-31,2015,8,1,2,78,4.7,0,C15,NA,NA,NA,V47,Autumn
1473,NA,2015-08-31,2015,8,1,2,75,3.9,0,C15,NA,NA,NA,V48,Autumn
1474,NA,2015-08-31,2015,8,1,2,86,7.0,0,C15,NA,NA,NA,V49,Autumn
1475,NA,2015-08-31,2015,8,2,2,77,4.2,0,C15,NA,NA,NA,V50,Autumn
1476,NA,2015-08-31,2015,8,2,2,93,8.1,0,C15,NA,NA,NA,V50,Autumn
1477,NA,2015-08-31,2015,8,1,2,82,5.1,0,C15,NA,NA,NA,V38,Autumn
