Num,Mark,Date,Month,Year,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Adip,Comment,yob,yob_cor,Cohort_cor,Age_cor,Mark_cor
365,17857,9/9/09,9,2009,2,1,205,88,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17857
349,17860,9/9/09,9,2009,1,1,142,27,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17860
359,17865,9/9/09,9,2009,1,1,126,18,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17865
351,17866,9/9/09,9,2009,1,1,177,51,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17866
347,17867,9/9/09,9,2009,1,1,155,35,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17867
355,17869,9/9/09,9,2009,1,1,132,22,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17869
341,17872,9/9/09,9,2009,1,1,220,105,3,C06,NA,NA,NA,NA,NA,2006,2006,C06,3,17872
417,17872,9/13/10,9,2010,1,1,236,135,4,C06,NA,NA,NA,NA,NA,2006,2006,C06,4,17872
506,17872,9/14/11,9,2011,1,1,247,148,5,C06,NA,NA,NA,NA,NA,2006,2006,C06,5,17872
337,17873,9/9/09,9,2009,1,1,132,22,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17873
354,17876,9/9/09,9,2009,1,1,123,18,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17876
150,NA,9/10/07,9,2007,1,1,62,2.2,0,C07,NA,NA,NA,Y2533_7,NA,2007,2007,C07,0,17877
343,17877,9/9/09,9,2009,1,1,164,44,2,C07,NA,1,NA,NA,NA,2007,2007,C07,2,17877
429,17877,9/13/10,9,2010,1,1,207,92,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17877
508,17877,9/14/11,9,2011,1,1,236,136,4,C07,NA,NA,NA,NA,NA,2007,2007,C07,4,17877
581,2603,9/10/12,9,2012,1,1,268,188.3,5,C07,NA,1,1,NA,NA,2007,2007,C07,5,17877
345,17878,9/9/09,9,2009,1,1,129,21,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17878
434,17878,9/13/10,9,2010,1,1,147,30,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17878
516,17878,9/14/11,9,2011,1,1,190,64,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17878
340,17879,9/9/09,9,2009,1,1,176,54,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17879
335,17880,9/9/09,9,2009,1,1,135,23,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17880
431,17880,9/13/10,9,2010,1,1,170,47,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17880
503,17880,9/14/11,9,2011,1,1,220,108,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17880
585,2555,9/10/12,9,2012,1,1,236,121.3,4,C08,NA,1,1,NA,NA,2008,2008,C08,4,17880
313,17881,9/9/09,9,2009,1,1,118,16,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17881
328,17884,9/9/09,9,2009,1,1,144,28,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17884
330,17885,9/9/09,9,2009,1,1,145,29,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17885
397,17885,9/13/10,9,2010,1,1,187,67,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17885
331,17886,9/9/09,9,2009,1,1,131,21,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17886
318,17887,9/9/09,9,2009,1,1,183,57,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17887
426,17887,9/13/10,9,2010,1,1,209,89,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17887
325,17888,9/9/09,9,2009,1,1,158,38,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17888
333,17889,9/9/09,9,2009,1,1,195,70,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17889
422,17889,9/13/10,9,2010,1,1,216,99,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17889
513,17889,9/14/11,9,2011,1,1,227,115,4,C07,NA,NA,NA,NA,NA,2007,2007,C07,4,17889
580,17889,9/10/12,9,2012,1,1,241,137.1,5,C07,NA,NA,NA,NA,NA,2007,2007,C07,5,17889
310,17892,9/9/09,9,2009,1,1,116,15,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17892
292,17894,9/9/09,9,2009,1,1,200,76,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17894
309,17897,9/9/09,9,2009,1,1,124,19,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17897
304,17900,9/9/09,9,2009,1,1,123,17,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17900
307,17902,9/9/09,9,2009,1,1,131,22,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17902
298,17904,9/9/09,9,2009,1,1,124,19,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17904
305,17905,9/9/09,9,2009,1,1,140,27,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17905
400,17905,9/13/10,9,2010,1,1,190,75,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17905
488,17905,9/14/11,9,2011,1,1,235,139,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17905
306,17906,9/9/09,9,2009,1,1,130,22,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17906
399,17906,9/13/10,9,2010,1,1,171,47,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17906
482,17906,9/14/11,9,2011,1,1,200,80,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17906
614,17906,9/10/12,9,2012,1,1,219,100.6,4,C08,NA,NA,NA,NA,NA,2008,2008,C08,4,17906
308,17907,9/9/09,9,2009,1,1,121,17,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17907
172,NA,9/10/07,9,2007,2,1,74,3.7,0,C07,NA,NA,NA,Y2534_12,NA,2007,2007,C07,0,17911
300,17911,9/9/09,9,2009,1,1,152,33,2,C07,NA,1,NA,NA,NA,2007,2007,C07,2,17911
296,17912,9/9/09,9,2009,1,1,183,59,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17912
401,17912,9/13/10,9,2010,1,1,214,99,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17912
288,17913,9/9/09,9,2009,1,1,197,84,2,C07,NA,NA,NA,NA,NA,2007,2007,C07,2,17913
432,17913,9/13/10,9,2010,1,1,230,120,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17913
486,17913,9/14/11,9,2011,1,1,259,184,4,C07,NA,NA,NA,NA,NA,2007,2007,C07,4,17913
289,17914,9/9/09,9,2009,1,1,224,109,4,C05,NA,NA,NA,NA,NA,2005,2005,C05,4,17914
287,17915,9/9/09,9,2009,1,1,275,202,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,17915
395,17915,9/13/10,9,2010,1,1,290,225,6,C04,NA,NA,NA,NA,NA,2004,2004,C04,6,17915
505,17915,9/14/11,9,2011,1,1,298,257,7,C04,NA,NA,NA,NA,NA,2004,2004,C04,7,17915
291,17917,9/9/09,9,2009,1,1,254,170,3,C06,NA,NA,NA,NA,NA,2006,2006,C06,3,17917
311,17918,9/9/09,9,2009,1,1,121,16,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17918
96,NA,9/10/07,9,2007,1,1,82,4.8,0,C07,NA,NA,NA,Y2531_10,NA,2007,2007,C07,0,17920
294,17920,9/9/09,9,2009,1,1,160,38,2,C07,NA,1,NA,NA,NA,2007,2007,C07,2,17920
384,17920,9/13/10,9,2010,1,1,195,73,3,C07,NA,NA,NA,NA,NA,2007,2007,C07,3,17920
457,17920,9/14/11,9,2011,1,1,215,102,4,C07,NA,NA,NA,NA,NA,2007,2007,C07,4,17920
555,17920,9/10/12,9,2012,1,1,225,113.1,5,C07,NA,NA,NA,NA,NA,2007,2007,C07,5,17920
317,17924,9/9/09,9,2009,1,1,298,265,6,C03,NA,NA,NA,NA,NA,2003,2003,C03,6,17924
324,17937,9/9/09,9,2009,1,1,137,25,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17937
428,17937,9/13/10,9,2010,1,1,174,49,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17937
515,17937,9/14/11,9,2011,1,1,206,88,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17937
638,17937,9/10/12,9,2012,1,1,218,105.7,4,C08,NA,NA,NA,NA,NA,2008,2008,C08,4,17937
312,17943,9/9/09,9,2009,1,1,119,19,1,C08,NA,NA,NA,NA,NA,2008,2008,C08,1,17943
509,17963,9/14/11,9,2011,1,1,178,53,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17963
302,17986,9/9/09,9,2009,1,1,136,26,1,C08,NA,1,NA,NA,NA,2008,2008,C08,1,17986
380,17986,9/13/10,9,2010,1,1,186,59,2,C08,NA,NA,NA,NA,NA,2008,2008,C08,2,17986
453,17986,9/14/11,9,2011,1,1,230,118,3,C08,NA,NA,NA,NA,NA,2008,2008,C08,3,17986
38,1860,9/13/06,9,2006,1,1,172,45.5,3,C03,NA,NA,NA,NA,NA,2003,2003,C03,3,1860
123,1860,9/10/07,9,2007,1,1,195,71.1,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,1860
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_104,NA,NA,2002,C02,1,1861
39,1861,9/13/06,9,2006,1,1,228,113.4,4,C02,NA,1,NA,NA,NA,2002,2002,C02,4,1861
125,1861,9/10/07,9,2007,1,1,240,130.4,5,C02,NA,NA,NA,NA,NA,2002,2002,C02,5,1861
43,1862,9/13/06,9,2006,1,1,217,96.3,4,C02,NA,NA,NA,NA,NA,2002,2002,C02,4,1862
156,1862,9/10/07,9,2007,2,1,244,138.4,5,C02,NA,NA,NA,NA,NA,2002,2002,C02,5,1862
62,1863,9/13/06,9,2006,2,1,255,155.7,5,C01,NA,1,NA,NA,NA,2001,2001,C01,5,1863
44,1864,9/13/06,9,2006,1,1,223,105.1,4,C02,NA,1,NA,NA,NA,2002,2002,C02,4,1864
15,1866,9/13/06,9,2006,1,1,183,57.2,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1866
127,1866,9/10/07,9,2007,1,1,196,69,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,1866
52,1867,9/13/06,9,2006,1,1,207,90.5,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,1867
107,1867,9/10/07,9,2007,1,1,238,131.6,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,1867
241,1867,9/15/08,9,2008,1,1,260,170.4,5,C03,NA,NA,NA,NA,NA,2003,2003,C03,5,1867
334,1867,9/9/09,9,2009,1,1,267,183,6,C03,NA,NA,NA,NA,NA,2003,2003,C03,6,1867
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_086,NA,NA,2002,C02,1,1869
3,1869,9/13/06,9,2006,1,1,241,133.7,4,C02,NA,1,NA,NA,NA,2002,2002,C02,4,1869
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_030,NA,NA,2002,C02,1,1870
19,1870,9/13/06,9,2006,1,1,244,146.9,4,C02,NA,1,NA,NA,NA,2002,2002,C02,4,1870
114,1870,9/10/07,9,2007,1,1,251,154.9,5,C02,NA,NA,NA,NA,NA,2002,2002,C02,5,1870
18,1871,9/13/06,9,2006,1,1,192,69.4,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1871
111,1871,9/10/07,9,2007,1,1,217,97.7,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,1871
249,1871,9/15/08,9,2008,1,1,223,104.7,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,1871
339,1871,9/9/09,9,2009,1,1,231,120,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,1871
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_034,NA,NA,2003,C03,0,1873
42,1873,9/13/06,9,2006,1,1,206,84.3,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,1873
10,1875,9/13/06,9,2006,1,1,164,23.3,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,1875
70,1875,9/10/07,9,2007,1,1,200,80,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1875
25,1877,9/13/06,9,2006,1,1,120,15.4,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,1877
158,1877,9/10/07,9,2007,2,1,158,36.1,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1877
373,1877,9/9/09,9,2009,2,1,199,79,4,C05,NA,NA,NA,NA,NA,2005,2005,C05,4,1877
418,1877,9/13/10,9,2010,1,1,238,138,5,C05,NA,NA,NA,NA,NA,2005,2005,C05,5,1877
510,1877,9/14/11,9,2011,1,1,250,164,6,C05,NA,NA,NA,NA,NA,2005,2005,C05,6,1877
597,2532,9/10/12,9,2012,1,1,252,151.6,5,C07,NA,1,1,NA,NA,2007,2005,C05,7,1877
36,1878,9/13/06,9,2006,1,1,187,60,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,1878
247,1878,9/15/08,9,2008,1,1,221,108.2,5,C03,NA,NA,NA,NA,NA,2003,2003,C03,5,1878
21,1890,9/13/06,9,2006,1,1,153,35.8,2,C04,NA,NA,NA,NA,NA,2004,2004,C04,2,1890
66,1890,9/10/07,9,2007,1,1,180,58.2,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,1890
1,1891,9/13/06,9,2006,1,1,202,83.8,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1891
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_005,NA,NA,2000,C00,3,1892
12,1892,9/13/06,9,2006,1,1,322,340.5,6,C00,NA,1,NA,NA,NA,2000,2000,C00,6,1892
113,1892,9/10/07,9,2007,1,1,322,324.8,7,C00,NA,NA,NA,NA,NA,2000,2000,C00,7,1892
9,1894,9/13/06,9,2006,1,1,139,24.4,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,1894
108,1894,9/10/07,9,2007,1,1,170,46.8,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1894
268,1894,9/15/08,9,2008,2,1,203,78.8,3,C05,NA,NA,NA,NA,NA,2005,2005,C05,3,1894
55,1895,9/13/06,9,2006,1,1,125,18.5,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,1895
102,1895,9/10/07,9,2007,1,1,150,30.2,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1895
253,1895,9/15/08,9,2008,1,1,182,54.6,3,C05,NA,NA,NA,NA,NA,2005,2005,C05,3,1895
51,1896,9/13/06,9,2006,1,1,153,35.1,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1896
119,1896,9/10/07,9,2007,1,1,175,51.7,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,1896
2,1897,9/13/06,9,2006,1,1,186,65.4,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1897
20,1898,9/13/06,9,2006,1,1,152,35.1,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,1898
75,1898,9/10/07,9,2007,1,1,178,54.9,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1898
199,1898,9/15/08,9,2008,1,1,207,90.4,3,C05,NA,NA,NA,NA,NA,2005,2005,C05,3,1898
45,1899,9/13/06,9,2006,1,1,242,137.5,5,C01,NA,1,NA,NA,NA,2001,2001,C01,5,1899
109,1899,9/10/07,9,2007,1,1,252,152.1,6,C01,NA,NA,NA,NA,NA,2001,2001,C01,6,1899
47,1900,9/13/06,9,2006,1,1,192,65.6,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,1900
117,1900,9/10/07,9,2007,1,1,209,92.7,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,1900
245,1900,9/15/08,9,2008,1,1,227,116.5,5,C03,NA,NA,NA,NA,NA,2003,2003,C03,5,1900
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_062,NA,NA,2001,C01,2,1912
14,1912,9/13/06,9,2006,1,1,267,205,5,C01,NA,1,NA,NA,NA,2001,2001,C01,5,1912
110,1912,9/10/07,9,2007,1,1,282,231.2,6,C01,NA,NA,NA,NA,NA,2001,2001,C01,6,1912
49,1916,9/13/06,9,2006,1,1,152,32.8,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,1916
128,1916,9/10/07,9,2007,1,1,173,45.3,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1916
255,1916,9/15/08,9,2008,1,1,220,102.8,3,C05,NA,NA,NA,NA,NA,2005,2005,C05,3,1916
60,1918,9/13/06,9,2006,2,1,232,133.4,5,C01,NA,1,NA,NA,NA,2001,2001,C01,5,1918
160,1918,9/10/07,9,2007,2,1,249,159.8,6,C01,NA,NA,NA,NA,NA,2001,2001,C01,6,1918
196,1918,9/15/08,9,2008,1,1,256,167.2,7,C01,NA,NA,NA,NA,NA,2001,2001,C01,7,1918
53,1919,9/13/06,9,2006,1,1,161,38.4,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1919
129,1919,9/10/07,9,2007,1,1,192,65.3,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,1919
239,1919,9/15/08,9,2008,1,1,225,110.4,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,1919
338,1919,9/9/09,9,2009,1,1,238,128,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,1919
37,1946,9/13/06,9,2006,1,1,265,188.6,6,C00,NA,1,NA,NA,NA,2000,2000,C00,6,1946
46,1963,9/13/06,9,2006,1,1,183,62.3,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,1963
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_013,NA,NA,2000,C00,3,1975
34,1975,9/13/06,9,2006,1,1,282,233.6,6,C00,NA,1,NA,NA,NA,2000,2000,C00,6,1975
101,1975,9/10/07,9,2007,1,1,282,232.8,7,C00,NA,NA,NA,NA,NA,2000,2000,C00,7,1975
366,1975,9/9/09,9,2009,2,1,285,220,9,C00,NA,NA,NA,NA,NA,2000,2000,C00,9,1975
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_080,NA,NA,2003,C03,0,1977
8,1977,9/13/06,9,2006,1,1,237,130,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,1977
72,1977,9/10/07,9,2007,1,1,260,177.3,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,1977
195,1977,9/15/08,9,2008,1,1,279,213.1,5,C03,NA,NA,NA,NA,NA,2003,2003,C03,5,1977
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_003,NA,NA,2000,C00,3,1978
35,1978,9/13/06,9,2006,1,1,317,301.2,6,C00,NA,1,NA,NA,NA,2000,2000,C00,6,1978
105,1978,9/10/07,9,2007,1,1,316,295.4,7,C00,NA,NA,NA,NA,NA,2000,2000,C00,7,1978
238,1978,9/15/08,9,2008,1,1,315,284.6,8,C00,NA,NA,NA,NA,NA,2000,2000,C00,8,1978
326,1978,9/9/09,9,2009,1,1,315,269,9,C00,NA,NA,NA,NA,NA,2000,2000,C00,9,1978
48,1982,9/13/06,9,2006,1,1,246,137.6,3,C03,NA,NA,NA,NA,NA,2003,2003,C03,3,1982
104,1982,9/10/07,9,2007,1,1,257,161.5,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,1982
22,1983,9/13/06,9,2006,1,1,127,17.5,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,1983
23,1999,9/13/06,9,2006,1,1,123,19.1,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,1999
77,1999,9/10/07,9,2007,1,1,142,26.4,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,1999
674,2515,9/10/12,9,2012,1,1,139,25.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2515
564,2521,9/10/12,9,2012,1,1,135,23.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2521
559,2522,9/10/12,9,2012,1,1,135,22.5,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2522
672,2523,9/10/12,9,2012,1,1,118,15.5,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2523
599,2524,9/10/12,9,2012,1,1,216,102.4,4,C08,NA,1,NA,NA,NA,2008,2008,C08,4,2524
871,2524,9/2/14,9,2014,1,1,245,152.1,6,C08,NA,NA,NA,NA,NA,2008,2008,C08,6,2524
669,2526,9/10/12,9,2012,1,1,133,21.6,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2526
701,2528,9/10/12,9,2012,2,1,116,14.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2528
661,2530,9/10/12,9,2012,1,1,135,23.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2530
690,2531,9/10/12,9,2012,1,1,115,14.6,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2531
645,2533,9/10/12,9,2012,1,1,126,18.5,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2533
868,15998,9/2/14,9,2014,1,1,177,61.7,3,C11,NA,1,1,NA,NA,2011,2011,C11,3,2533
696,2535,9/10/12,9,2012,2,1,141,27.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2535
789,2535,9/18/13,9,2013,1,1,182,46.5,2,C11,NA,NA,NA,NA,NA,2011,2011,C11,2,2535
621,2537,9/10/12,9,2012,1,1,135,28.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2537
570,2550,9/10/12,9,2012,1,1,138,24.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2550
578,2551,9/10/12,9,2012,1,1,134,21.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2551
846,2551,9/2/14,9,2014,1,1,184,59.7,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2551
664,2553,9/10/12,9,2012,1,1,115,15.5,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2553
615,2554,9/10/12,9,2012,1,1,120,17.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2554
637,2556,9/10/12,9,2012,1,1,117,15.6,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2556
681,2557,9/10/12,9,2012,1,1,135,22.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2557
